0,004	0	 
0,036	0	 
0,068	0	 
0,1	0	 
0,132	0	 
0,164	0	 
0,196	0	 
0,228	0	 
0,26	0	 
0,292	0	 
0,324	0	 
0,356	0	 
0,388	0	 
0,42	0	 
0,452	0	 
0,484	0	 
0,516	0	 
0,548	0	 
0,58	0	 
0,612	0	 
0,644	0	 
0,676	0	 
0,708	0	 
0,74	0	 
0,772	0	 
0,804	0	 
0,836	0	 
0,868	0	 
0,9	0	 
0,932	0	 
0,964	0	 
0,996	0	 
1,028	0	 
1,06	0	 
1,092	0	 
1,124	0	 
1,156	0	 
1,188	0	 
1,22	0	 
1,252	0	 
1,284	0	 
1,316	0	 
1,348	0	 
1,38	0	 
1,412	0	 
1,444	0	 
1,476	0	 
1,508	0	 
1,54	0	 
1,572	0	 
1,604	0	 
1,636	0	 
1,668	0	 
1,7	0	 
1,732	0	 
1,764	0	 
1,796	0	 
1,828	0	 
1,86	0	 
1,892	0	 
1,924	0	 
1,956	0	 
1,988	0	 
2,02	0	 
2,052	0	 
2,084	0	 
2,116	0	 
2,148	0	 
2,18	0	 
2,212	0	 
2,244	0	 
2,276	0	 
2,308	0	 
2,34	0	 
2,372	0	 
2,404	0	 
2,436	0	 
2,468	0	 
2,5	0	 
2,532	0	 
2,564	0	 
2,596	0	 
2,628	0	 
2,66	0	 
2,692	0	 
2,724	0	 
2,756	0	 
2,788	0	 
2,82	0	 
2,852	0	 
2,884	0	 
2,916	0	 
2,948	0	 
2,98	0	 
3,012	0	 
3,044	0	 
3,076	0	 
3,108	0	 
3,14	0	 
3,172	0	 
3,204	0	 
3,236	0	 
3,268	0	 
3,3	0	 
3,332	0	 
3,364	0	 
3,396	0	 
3,428	0	 
3,46	0	 
3,492	0	 
3,524	0	 
3,556	0	 
3,588	0	 
3,62	0	 
3,652	0	 
3,684	0	 
3,716	0	 
3,748	0	 
3,78	0	 
3,812	0	 
3,844	0	 
3,876	0	 
3,908	0	 
3,94	0	 
3,972	0	 
4,004	0	 
4,036	0	 
4,068	0	 
4,1	0	 
4,132	0	 
4,164	0	 
4,196	0	 
4,228	0	 
4,26	0	 
4,292	0	 
4,324	0	 
4,356	0	 
4,388	0	 
4,42	0	 
4,452	0	 
4,484	0	 
4,516	0	 
4,548	0	 
4,58	0	 
4,612	0	 
4,644	0	 
4,676	0	 
4,708	0	 
4,74	0	 
4,772	0	 
4,804	0	 
4,836	0	 
4,868	0	 
4,9	0	 
4,932	0	 
4,964	0	 
4,996	0	 
5,028	0	 
5,06	0	 
5,092	0	 
5,124	0	 
5,156	0	 
5,188	0	 
5,22	0	 
5,252	0	 
5,284	0	 
5,316	0	 
5,348	0	 
5,38	0	 
5,412	0	 
5,444	0	 
5,476	0	 
5,508	0	 
5,54	0	 
5,572	0	 
5,604	0	 
5,636	0	 
5,668	0	 
5,7	0	 
5,732	0	 
5,764	0	 
5,796	0	 
5,828	0	 
5,86	0	 
5,892	0	 
5,924	0	 
5,956	0	 
5,988	0	 
6,02	0	 
6,052	0	 
6,084	0	 
6,116	0	 
6,148	0	 
6,18	0	 
6,212	0	 
6,244	0	 
6,276	0	 
6,308	0	 
6,34	0	 
6,372	0	 
6,404	0	 
6,436	0	 
6,468	0	 
6,5	0	 
6,532	0	 
6,564	0	 
6,596	0	 
6,628	0	 
6,66	0	 
6,692	0	 
6,724	0	 
6,756	0	 
6,788	0	 
6,82	0	 
6,852	0	 
6,884	0	 
6,916	0	 
6,948	0	 
6,98	0	 
7,012	0	 
7,044	0	 
7,076	0	 
7,108	0	 
7,14	0	 
7,172	0	 
7,204	0	 
7,236	0	 
7,268	0	 
7,3	0	 
7,332	0	 
7,364	0	 
7,396	0	 
7,428	0	 
7,46	0	 
7,492	0	 
7,524	0	 
7,556	0	 
7,588	0	 
7,62	0	 
7,652	0	 
7,684	0	 
7,716	0	 
7,748	0	 
7,78	0	 
7,812	0	 
7,844	0	 
7,876	0	 
7,908	0	 
7,94	0	 
7,972	0	 
8,004	0	 
8,036	0	 
8,068	0	 
8,1	0	 
8,132	0	 
8,164	0	 
8,196	0	 
8,228	0	 
8,26	0	 
8,292	0	 
8,324	0	 
8,356	0	 
8,388	0	 
8,42	0	 
8,452	0	 
8,484	0	 
8,516	0	 
8,548	0	 
8,58	0	 
8,612	0	 
8,644	0	 
8,676	0	 
8,708	0	 
8,74	0	 
8,772	0	 
8,804	0	 
8,836	0	 
8,868	0	 
8,9	0	 
8,932	0	 
8,964	0	 
8,996	0	 
9,028	0	 
9,06	0	 
9,092	0	 
9,124	0	 
9,156	0	 
9,188	0	 
9,22	0	 
9,252	0	 
9,284	0	 
9,316	0	 
9,348	0	 
9,38	0	 
9,412	0	 
9,444	0	 
9,476	0	 
9,508	0	 
9,54	0	 
9,572	0	 
9,604	0	 
9,636	0	 
9,668	0	 
9,7	0	 
9,732	0	 
9,764	0	 
9,796	0	 
9,828	0	 
9,86	0	 
9,892	0	 
9,924	0	 
9,956	0	 
9,988	0	 
10,02	0	 
10,052	0	 
10,084	0	 
10,116	0	 
10,148	0	 
10,18	0	 
10,212	0	 
10,244	0	 
10,276	0	 
10,308	0	 
10,34	0	 
10,372	0	 
10,404	0	 
10,436	0	 
10,468	0	 
10,5	0	 
10,532	0	 
10,564	0	 
10,596	0	 
10,628	0	 
10,66	0	 
10,692	0	 
10,724	0	 
10,756	0	 
10,788	0	 
10,82	0	 
10,852	0	 
10,884	0	 
10,916	0	 
10,948	0	 
10,98	0	 
11,012	0	 
11,044	0	 
11,076	0	 
11,108	0	 
11,14	0	 
11,172	0	 
11,204	0	 
11,236	0	 
11,268	0	 
11,3	0	 
11,332	0	 
11,364	0	 
11,396	0	 
11,428	0	 
11,46	0	 
11,492	0	 
11,524	0	 
11,556	0	 
11,588	0	 
11,62	0	 
11,652	0	 
11,684	0	 
11,716	0	 
11,748	0	 
11,78	0	 
11,812	0	 
11,844	0	 
11,876	0	 
11,908	0	 
11,94	0	 
11,972	0	 
12,004	0	 
12,036	0	 
12,068	0	 
12,1	0	 
12,132	0	 
12,164	0	 
12,196	0	 
12,228	0	 
12,26	0	 
12,292	0	 
12,324	0	 
12,356	0	 
12,388	0	 
12,42	0	 
12,452	0	 
12,484	0	 
12,516	0	 
12,548	0	 
12,58	0	 
12,612	0	 
12,644	0	 
12,676	0	 
12,708	0	 
12,74	0	 
12,772	0	 
12,804	0	 
12,836	0	 
12,868	0	 
12,9	0	 
12,932	0	 
12,964	0	 
12,996	0	 
13,028	0	 
13,06	0	 
13,092	0	 
13,124	0	 
13,156	0	 
13,188	0	 
13,22	0	 
13,252	0	 
13,284	0	 
13,316	0	 
13,348	0	 
13,38	0	 
