0,004	0	 
0,26	0	 
0,516	0	 
0,772	0	 
1,028	0	 
1,284	0	 
1,54	0	 
1,796	0	 
2,052	0	 
2,308	0	 
2,564	0	 
2,82	0	 
3,076	0	 
3,332	0	 
3,588	0	 
3,844	0	 
4,1	0	 
4,356	0	 
4,612	0	 
4,868	0	 
5,124	0	 
5,38	0	 
5,636	0	 
5,892	0	 
6,148	0	 
6,404	0	 
6,66	0	 
6,916	0	 
7,172	0	 
7,428	0	 
7,684	0	 
7,94	0	 
8,196	0	 
8,452	0	 
8,708	0	 
8,964	0	 
9,22	0	 
9,476	0	 
9,732	0	 
9,988	0	 
10,244	0	 
10,5	0	 
10,756	0	 
11,012	0	 
11,268	0	 
11,524	0	 
11,78	0	 
12,036	0	 
12,292	0	 
12,548	0	 
12,804	0	 
13,06	0	 
13,316	0	 
13,572	0	 
13,828	0	 
14,084	0	 
14,34	0	 
14,596	0	 
14,852	0	 
15,108	0	 
15,364	0	 
15,62	0	 
15,876	0	 
16,132	0	 
16,388	0	 
16,644	0	 
16,9	0	 
17,156	0	 
17,412	0	 
17,668	0	 
17,924	0	 
18,18	0	 
18,436	0	 
18,692	0	 
18,948	0	 
19,204	0	 
19,46	0	 
19,716	0	 
19,972	0	 
20,228	0	 
20,484	0	 
20,74	0	 
20,996	0	 
21,252	0	 
21,508	0	 
21,764	0	 
22,02	0	 
22,276	0	 
22,532	0	 
22,788	0	 
23,044	0	 
23,3	0	 
23,556	0	 
23,812	0	 
24,068	0	 
24,324	0	 
24,58	0	 
24,836	0	 
25,092	0	 
25,348	0	 
25,604	0	 
25,86	0	 
26,116	0	 
26,372	0	 
26,628	0	 
26,884	0	 
27,14	0	 
27,396	0	 
27,652	0	 
27,908	0	 
28,164	0	 
28,42	0	 
28,676	0	 
28,932	0	 
29,188	0	 
29,444	0	 
29,7	0	 
29,956	0	 
30,212	0	 
30,468	0	 
30,724	0	 
30,98	0	 
31,236	0	 
31,492	0	 
31,748	0	 
32,004	0	 
32,26	0	 
32,516	0	 
32,772	0	 
33,028	0	 
33,284	0	 
33,54	0	 
33,796	0	 
34,052	0	 
34,308	0	 
34,564	0	 
34,82	0	 
35,076	0	 
35,332	0	 
35,588	0	 
35,844	0	 
36,1	0	 
36,356	0	 
36,612	0	 
36,868	0	 
37,124	0	 
37,38	0	 
37,636	0	 
37,892	0	 
38,148	0	 
38,404	0	 
38,66	0	 
38,916	0	 
39,172	0	 
39,428	0	 
39,684	0	 
39,94	0	 
40,192	0	 
40,448	0	 
40,704	0	 
40,96	0	 
41,216	0	 
41,472	0	 
41,728	0	 
41,984	0	 
42,24	0	 
42,496	0	 
42,752	0	 
43,008	0	 
43,264	0	 
43,52	0	 
43,776	0	 
44,032	0	 
44,288	0	 
44,544	0	 
44,8	0	 
45,056	0	 
45,312	0	 
45,568	0	 
45,824	0	 
46,08	0	 
46,336	0	 
46,592	0	 
46,848	0	 
47,104	0	 
47,36	0	 
47,616	0	 
47,872	0	 
48,128	0	 
48,384	0	 
48,64	0	 
48,896	0	 
49,152	0	 
49,408	0	 
49,664	0	 
49,92	0	 
50,176	0	 
50,432	0	 
50,688	0	 
50,944	0	 
51,2	0	 
51,456	0	 
51,712	0	 
51,968	0	 
52,224	0	 
52,48	0	 
52,736	0	 
52,992	0	 
53,248	0	 
53,504	0	 
53,76	0	 
54,016	0	 
54,272	0	 
54,528	0	 
54,784	0	 
55,04	0	 
55,296	0	 
55,552	0	 
55,808	0	 
56,064	0	 
56,32	0	 
56,576	0	 
56,832	0	 
57,088	0	 
57,344	0	 
57,6	0	 
57,856	0	 
58,112	0	 
58,368	0	 
58,624	0	 
58,88	0	 
59,136	0	 
59,392	0	 
59,648	0	 
59,904	0	 
60,16	0	 
60,416	0	 
60,672	0	 
60,928	0	 
61,184	0	 
61,44	0	 
61,696	0	 
61,952	0	 
62,208	0	 
62,464	0	 
62,72	0	 
62,976	0	 
63,232	0	 
63,488	0	 
63,744	0	 
64	0	 
64,256	0	 
64,512	0	 
64,768	0	 
65,024	0	 
65,28	0	 
65,536	0	 
65,792	0	 
66,048	0	 
66,304	0	 
66,56	0	 
66,816	0	 
67,072	0	 
67,328	0	 
67,584	0	 
67,84	0	 
68,096	0	 
68,352	0	 
68,608	0	 
68,864	0	 
69,12	0	 
69,376	0	 
69,632	0	 
69,888	0	 
70,144	0	 
70,4	0	 
70,656	0	 
70,912	0	 
71,168	0	 
71,424	0	 
71,68	0	 
71,936	0	 
72,192	0	 
72,448	0	 
72,704	0	 
72,96	0	 
73,216	0	 
73,472	0	 
73,728	0	 
73,984	0	 
74,24	0	 
74,496	0	 
74,752	0	 
75,008	0	 
75,264	0	 
